鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中壢區,房地(土地+建物),桃園市中壢區吳鳳三街1~30號,32.46,住,,,1090209,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700213,82.71,3,2,2,有,無,3500000,42317,,0.0,0,,RPTTMLRKMHPFFBH07CA
中壢區,房地(土地+建物)+車位,桃園市中壢區環北路331~360號,17.18,住,,,1090222,土地1建物1車位1,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980629,220.34,4,2,2,有,有,20100000,91223,坡道平面,0.0,0,,RPTQMLPKMHPFFBH56CA
中壢區,房地(土地+建物)+車位,桃園市中壢區五光二街1~30號,29.92,住,,,1090216,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1040304,208.62,4,2,2,有,有,13000000,62314,坡道平面,0.0,0,,RPUUMLNKMHPFFBH86CA
中壢區,房地(土地+建物)+車位,桃園市中壢區青埔二街151~180號,19.26,住,,,1090202,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050910,154.34,3,2,2,有,有,11160000,83712,坡道平面,35.36,1200000,土地及建物分次登記案件。前案土地登記收件字號：;,RPUPMLSJMHPFFBH76CA
觀音區,土地,濱海段691~720地號,2352.62,,一般農業區,農牧用地,1090116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11386676,4840,,0.0,0,,RPVOMLRJMHPFFBH66CA
中壢區,房地(土地+建物),桃園市中壢區福州二街481~510號,17.99,住,,,1090313,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820602,95.17,2,2,2,有,有,4100000,43081,,0.0,0,,RPOOMLQJMHPFFBH48CA
觀音區,房地(土地+建物),桃園市觀音區民族路331~360號,77.82,,一般農業區,甲種建築用地,1090224,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1081106,186.91,4,4,3,有,無,10800000,57782,,0.0,0,,RPQNMLQJMHPFFBH58CA
觀音區,房地(土地+建物),桃園市觀音區民族路329巷1~30號,79.79,,一般農業區,甲種建築用地,1090316,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1081106,187.32,4,4,3,有,無,9700000,51783,,0.0,0,,RPRNMLQJMHPFFBH68CA
中壢區,房地(土地+建物)+車位,桃園市中壢區育樂路31~60號,39.13,住,,,1090221,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070822,162.07,3,2,2,有,有,9660000,59604,坡道平面,0.0,0,,RPQOMLLMLHPFFBH38CA
中壢區,房地(土地+建物)+車位,桃園市中壢區青商路241~270號,18.62,住,,,1090119,土地1建物1車位1,十七層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061225,128.96,2,2,1,有,有,11000000,101232,坡道平面,35.61,1550000,,RPOSMLKMLHPFFBH48CA
中壢區,房地(土地+建物),桃園市中壢區龍岡路二段321巷39弄8衖61~90號,97.95,住,,,1090320,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0640904,160.05,3,2,2,有,無,7500000,46860,,0.0,0,含增建或未登記建物。;,RPRVMLKMLHPFFBH09CA
